image_id,dx,date
./data/ISIC_0026152.png,,2021-06-10 00:29:51.077766
./data/ISIC_0026152.jpg,,2021-06-10 00:35:27.754602
./data/AC_0_1.png,,2021-06-10 05:17:12.199046
